"","Student.Code","Time","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","blanks"
"4720","WXWZC8884Y",21,"A","B","B","C","C","D","A","C","C","C","B","B","C","F","AC","B","B","ADF","B","CD",0
"4721","CSUNP3195G",30,"B","B","B","C","A","C","E","C","D","D","E","A","A","B","AF","D","AC","DG","B","C",0
"4722","RKMAX7624Y",25,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"4723","MLGYK1982Q",34,"B","B","B","C","D","C","E","C","C","D","F","B","A","F","C","D","A","AG","B","C",0
"4724","IWMHD9376N",15,"B","A","A","C","D","D","D","C","C","E","E","D","A","E","AC","B","ACD","DG","CD","BD",0
"4725","PCGEQ4287L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"4726","WVCXY7654G",20,"A","B","B","E","A","D","D","C","A","E","C","D","D","A","BE","AB","BD","CDF","C","CD",0
"4727","YKIWZ0759V",30,"A","B","B","C","C","C","E","C","C","D","F","A","A","B","C","D","ACD","DG","B","C",0
"4728","WFAPO5586T",14,"B","B","A","D","C","A","C","B","D","C","B","D","B","C","BCD","BC","BD","AEF","BC","ABD",0
"4729","OIVUG2317H",8,"A","B","B","D","C","B","D","A","A","D","D","B","B","B","CD","B","C","BDG","ABC","EF",0
"4730","IASIN8105V",25,"B","B","B","C","D","C","D","E","B","B","A","D","A","F","C","B","D","ACDF","BC","CF",0
"4731","BIFXZ9769D",19,"B","A","B","C","D","C","E","A","B","D","D","E","C","B","C","B","AB","EF","B","BC",0
"4732","WGGIT2204Z",29,"A","A","B","E","C","E","C","C","B","D","D","A","C","F","CF","D","D","DG","BE","CD",0
"4733","HAAYZ9149K",24,"A","B","B","C","E","C","E","C","C","D","D","A","A","B","C","D","AD","ABCEF","C","C",0
"4734","ETYZJ8894Q",32,"B","B","B","C","D","D","E","C","C","E","E","B","A","F","AF","D","AD","DG","AB","C",0
"4735","BIBUR4858P",20,"A","B","B","D","C","D","D","E","B","C","F","A","A","B","AF","B","D","EF","AB","CD",0
"4736","ITCSM6693R",24,"A","B","B","C","C","C","C","C","B","D","B","A","B","A","CF","D","AD","ABD","BE","D",0
"4737","SBGVE8144D",13,"A","A","C","D","E","C","B","A","A","C","B","B","B","D","AB","BD","CD","ABCDF","DD","BD",0
"4738","AOWCL1286B",28,"B","B","B","C","D","C","E","C","C","E","E","B","A","F","C","D","A","DG","AB","C",0
"4739","VATRG7880V",23,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","CEF","D","A","DG","A","C",0
"4740","GQZQP2235S",12,"B","B","C","D","C","C","D","A","D","C","B",NA,"D","E","DE","BC","C","ACDG","DE","B",1
"4741","HHTNG0580T",18,"B","A","B","C","C","A","E","B","B","D","C","A","D","E","AC","BD","E","BD","A","EF",0
"4742","UADCP2169T",25,"A","A","B","C","A","D","B","E","C","D","A","B","A","F","BD","D","AC","DG","ABC","CDF",0
"4743","ODTBF6891J",18,"A","A","C","C","C","A","C","E","A","A","B","B","D","D","AF","BC","C","D","E","AE",0
"4744","RKRSE0884G",31,"B","B","B","C","D","C","D","C","C","D","E","A","E","E","ABCDEF","D","CD","ABCG","BD","CDEF",0
"4745","PIEDT1120H",21,"B","B","B","C","D","C","E","C","C","D","E","A","A","F","BE","D","ACD","DG","A","CF",0
"4746","CERYC8920P",24,"A","B","B","B","C","C","E","C","C","D","A","A","A","G","CE","AB","AC","AD","BD","BD",0
"4747","VSTNT7166K",18,"A","A","B","C","E","B","D","D","B","A","D","A","B","C","ABCD","AB","AD","BCE","BC","C",0
"4748","XURVI1916N",27,"B","B","C","C","C","D","E","C","B","D","B","C","A","B","BE","B","AD","ADG","BD","C",0
"4749","UXZIN7467T",23,"B","B","B","C","D","C","E","C","C","D","E","D","A","B","AF","D","ACD","DG","A","CD",0
"4750","AMYHH4362E",5,"B","B","A","D","D","A","A","C","D","B","D","B","A","A",NA,"ABCDD","CE","CEF","A","CDE",1
"4751","VRWEK5960U",34,"B","A","B","C","D","C","C","C","B","D","E","B","A","B","C","B","BC","D","AB","BD",0
"4752","CGBCW1559O",20,"A","A","C","D","C","B","D","E","A","D","E","A","A","D","C","B","ABD","G","CE","C",0
"4753","RKDAR3039T",22,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"4754","IDGJA7710D",23,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"4755","LWYOQ7858V",10,"B","A","B","B","B","E","D","A","B","D","E","D","C","D","C","B","BD","D","DE","BDE",0
"4756","HRYVD0832U",20,"A","B","B","C","E","E","E","C","C","D","D","A","A","F","ACEF","D","A","DG","AB","CD",0
"4757","TQTWB0041T",25,"B","B","B","C","D","C","E","C","C","D","E","A","A","F","CE","D","ACD","B","A","C",0
"4758","NLZFC5107L",9,"B","B","C","D","D","C","D","C","B","B","F","C","A","B","ABCEF","D","AB","CDG","B","C",0
"4759","VTGEC4668G",26,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","A","DG","B","C",0
"4760","TXZTQ3953X",31,"B","B","B","C","D","C","E","E","C","D","B","B","C","B","C","D","AD","CDG","A","CD",0
"4761","FENVY3057U",33,"B","B","B","C","C","C","E","D","B","D","F","B","A","B","C","D","CD","ADG","BCD","C",0
"4762","DQAOE4769W",49,"B","A","B","C","C","C","D","C","C","D","C","B","A","B","ABEF","D","AB","AEG","B","C",0
"4763","XCBIJ7746B",18,"B","B","C","C","E","C","D","D","B","D","C","A","A","B","AD","B","ABCD","CE","E","EF",0
"4764","GDRFE7344W",16,"B","B","B","C","D","C","E","C","C","D","F","A","A","B","C","D","ACD","DF","B","A",0
"4765","FXFPO3331P",23,"A","A","B","C","D","D","E","C","C","D","D","B","A","B","AF","A","A","BDG","ABCE","C",0
"4766","XQOFX4615V",4,"A","C","B","D","F","C","B","E","A","D","B","A","C","F","BD","AB","CD","AF","CD","CD",0
"4767","XTCGS0406M",19,"B","B","B","D","D","C","E","C","C","D","E","A","A","B","C","D","B","DG","AB","BDDF",0
"4768","MCQVE7056X",6,"C","B","C","D","D",NA,"D","E","B","C","C","A","C","D","BDE","B","C","ACF","CD",NA,2
"4769","HFZCV3820I",26,"A","B","D","C","D","D","E","C","C","D","D","A","D","B","C","B","A","G","AB","A",0
"4770","YUCMG7914Y",6,"C","B","B","E","D","D","D","B","D","B","A","E","A","D","BC","BCD","AC","ACDEF","CE","CF",0
"4771","HSIVS1654J",30,"B","B","B","C","C","C","E","C","C","D","B","B","A","B","CE","D","A","CD","BC","C",0
"4772","ELTDT6233T",17,"B","B","B","E","D","C","D","C","C","D","F","B","C","G","BE","B","ACD","DG","ABD","C",0
"4773","SHEVG0887D",21,"B","B","B","C","C","B","D","E","C","D","A","B","C","B","CE","D","BD","AD","BE","E",0
"4774","SFMDI5811O",29,"A","B","B","E","F","D","D","C","C","D","D","B","A","B","ABDE","CD","ACD","ACEF","AD","CD",0
"4775","UUISA1036K",13,"A","B","B","D","D","B","D","D","A","D","B","D","C","F","CD","D","AD","DE","ABD","D",0
"4776","TWBET0247O",19,"B","A","D","C","B","C","C","B","A","A","D","A","D","E","CEF","BC","ACD","ADF","BD","C",0
"4777","MGOPZ7250R",19,"B","B","B","C","B","C","D","C","D","C","B","A","A","F","AD","CD","BC","BEF","AB","BCE",0
"4778","MPHQQ0851D",28,"B","A","B","E","C","C","E","C","D","D","F","A","A","F","C","B","A","ADG","BC","C",0
"4779","MURBE0137U",16,"B","B","C","C","C","B","B","B","B","C","D","C","D","B","BC","BD","BC","BD","A","AD",0
"4780","DOCRL0268S",16,"A","A","B","C","C","A","E","C","C","D","D","A","C","C","BF","AB","C","DG","AC","C",0
"4781","DDONE7189Q",25,"A","B","B","D","C","E","E","D","A","E","D","B","A","G","BCF","AB","ABD","ACG","BC","CD",0
"4782","WFKME4358P",28,"A","B","B","C","E","E","E","C","C","D","D","A","A","F","CD","D","ABCD","BDG","BC","C",0
"4783","JSIDZ0236B",6,"C","B","C","B","B","B","C","C","D","C","D","B","D","D","BE","AD","ABCD",NA,"D","CD",1
"4784","WHWGB0979N",15,"A","A","C","C","A","A","A","C","B","C","C","B",NA,"D","AD","B","A","AD","B","CF",1
"4785","TWWNZ5766S",26,"B","B","B","C","D","C","D","C","B","D","D","A","A","B","C","B","ACD","DG","A","C",0
"4786","GTTDO4429D",17,"D","B","B","C","C","D","D","C","D","A","B","C","A","E","CD","BC","ACD","ABEG","AD","AD",0
"4787","RAEUS3260L",18,"B","A","B","D","C","C","C","E","C","D","C","B","A","B","AF","D","ACD","DF","B","C",0
"4788","BGREX0364Y",34,"A","B","B","C","F","C","E","C","C","D","D","A","A","B","ABEF","D","A","EF","AC","CD",0
"4789","JNAPT5948Z",33,"B","A","B","C","C","C","D","C","B","B","B","D","A","B","CEF","AB","AC","ACE","AB","C",0
"4790","IKPBY2818T",27,"B","B","B","D","A","D","B","C","D","D","B","B","A","B","ABC","D","ACD","AEG","B","C",0
"4791","AQHPM1886D",21,"B","B","B","C","D","B","E","C","B","D","E","A","A","B","C","D","AD","ACDF","BC","B",0
"4792","MEWVY8033B",14,"B","A","B","C","A","C","D","C","C","B","D","A","A","B","C","AB","AB","ABCD","AC","C",0
"4793","XJBQF9045X",29,"B","B","B","C","B","C","D","C","C","D","E","A","A","B","C","D","ACD","DG","B","CD",0
"4794","CUYYQ5656E",16,"A","B","B","C","B","B","D","C","B","D","B","A","A","B","AF","AB","BC","ADG","C","B",0
"4795","YYBIE3340G",24,"B","B","B","C","C","C","E","C","C","D","F","A","A","G","C","D","BC","G","BCD","C",0
"4796","KQNBI0978E",27,"B","B","C","C","D","E","E","C","C","D","D","A","C","B","AF","AB","ABC","AC","BDE","B",0
"4797","LCXFI0238E",20,"A","A","B","C","E","D","E","E","C","D","E","A","A","D","C","AB","ACD","DG","B","C",0
"4798","GQYDJ5112M",20,"B","B","B","C","C","C","E","C","B","D","E","A","D","F","ACE","BD","AD","G","AB","BD",0
"4799","JHJFF9687K",16,"B","B","B","C","C","C","E","C","C","D","E","A","A","G","C","D","ACD","DF","ABC","C",0
"4800","YLJQX3131X",33,"B","B","B","C","D","C","D","C","C","D","E","A","A","F","ABEF","D","A","DG","AC","C",0
"4801","NERDS3378K",10,"B","B","B","D","D","B","C","C","B","E","D","A","B","G","C","AD","AB","ADG","D","A",0
"4802","GDWNM1125K",21,"A","B","C","C","B","D","A","B","C","B","B","B","A","C","AE","B","ABD","CDG","CD","CD",0
"4803","KFTZZ9023I",26,"B","B","B","E","C","D","E","D","A","D","A","A","A","G","CEF","D","D","BEF","B","B",0
"4804","VZLER5075Q",25,"B","A","B","C","C","C","E","C","C","E","B","A","E","B","AF","D","ACD","DG","B","C",0
"4805","QHCIL4174A",14,"C","B","B","E","C","E","C","D","B","D","A","D","C","C","BD","BD","ABCD","ACDEF","BC","A",0
"4806","SRNDD7663O",5,"D","A","C","D","B","A","D","B","D",NA,"C","D","D",NA,"BE","AB",NA,"CD",NA,"CD",4
"4807","YUZDP7374D",26,"B","B","B","C","C","C","D","C","C","D","A","A","A","B","AE","D","AD","DG","BC",NA,1
"4808","APNCT5633X",22,"B","B","B","C","C","B","E","E","C","D","A","A","D","B","BCEF","D","AD","ADG","BE","C",0
"4809","QXAAV9791M",15,"A","B","B","C","D","C","D","C","C","D","D","B","B","G","C","AB","ABCD","DG",NA,"CD",1
"4810","ZCQUT8072Q",14,"B","B","D","C","D","A","E","C","B","C","D","A","A","F","BE","D","ABCD","ADG","C","D",0
"4811","EMKSQ1261K",16,"A","A","C","D","C","A","D","C","D","C","C","D","D","C","BC","B","AD","F","DD","BD",0
"4812","EMASW8394H",13,"D","A","C","D","F","C","B","C","C","B","D","B","D","D","CEF","AB","AB","BE","C","AE",0
"4813","YLWTT3929B",20,"A","A","B","C","C","A","D","B","B","D","B","B","A","D","ACDF","AB","ACD","BDG","A","B",0
"4814","IVMKE6803P",24,"B","B","B","C","D","C","E","C","C","D","B","A","A","B","CD","D","ACD","ABDG","A","C",0
"4815","GPAFL3846B",26,"B","B","B","C","E","C","E","E","C","D","A","B","A","F","C","B","B","BDG","AB","C",0
"4816","ILOSF5457I",15,"B","B","B","C","D","C","E","C","C","B","D","B","A","B","ACF","D","A","D","AB","C",0
"4817","XIHWX5521H",24,"B","B","D","C","D","C","E","C","C","D","D","A","A","B","C","A","ACD","DG","B","C",0
"4818","JQYXY4362B",31,"B","B","C","C","A","C","D","C","C","E","D","B","A","F","ABCEF","AB","A","ABCEF","BE","C",0
"4819","ROGXY7319I",16,"A","C","B","D","F","A","D","D","B","A","A","E","C","D","BC","AC","BC","BC","CD","AB",0
"4820","ITGLE3138H",29,"B","B","B","C","D","C","E","C","C","D","E","A","A","G","C","D","A","DG","BCD","C",0
"4821","XYSLL8481F",27,"D","A","C","D","C","D","B","B","A","B","D","A","C","B","AC","B","BC","ABE","CD","D",0
"4822","BJRDZ8721U",32,"A","B","B","C","D","E","E","C","C","D","D","A","A","B","C","D","A","DG","AB","BC",0
"4823","INHXO0910G",29,"A","B","B","E","C","D","E","C","B","B","C","B","A","B","ABEF","C","AC","ADF","C","D",0
"4824","YMNMV2469M",27,"B","A","B","E","A","C","D","E","C","D","E","A","C","F","C","D","AB","ABG","BC","C",0
"4825","WOOUL8734W",1,"A","B","B","C","A","B","D","D","B","A","A","B","C","D","BE","B","C","ABDG","C","BCE",0
"4826","LFDQU6104P",17,"B","B","B","C","D","D","B","C","D","D","E","B","A","F","CE","B","AD","ABCDG","C","CD",0
"4827","LQYBK3801H",29,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","A","DG","B","C",0
"4828","DDUMA1325V",28,"A","A","B","D","A","B","C","C","B","C","D","D","D","B","AD","D","A","AF","AE","ACD",0
"4829","FOQKX5583X",10,"A","A","A","C","E","D","C","B","B","E","D","C","A","D","BD","B","AB","DE","DE","BCD",0
"4830","TKXAN5844Z",9,"C","B","A","D","A","C","D","C","B","D","D","B","A","C","AF","C","AB","DF","B","E",0
"4831","PRFTZ9908G",14,"A","B","A","C",NA,"A","D","C","B","C","F","B","D","F",NA,"E","BCD","ABC","C","AF",2
"4832","TSPLC8809G",22,"B","A","B","C","D","C","E","C","C","D","F","A","A","B","C","D","AD","ABDG","AC","C",0
"4833","NZORB5247G",41,"B","B","C","C","E","C","E","C","C","D","B","B","A","D","ABC","AB","BC","DG","A","C",0
"4834","ESFTU3914Q",26,"A","B","B","C","A","C","E","C","C","D","A","B","A","B","BCEF","E","ACD","ABEG","ACD","CF",0
"4835","XTDPR3691V",23,"B","B","B","C","C","C","D","C","A","D","B","A","A","F","C","D","BD","DG","B","C",0
"4836","QROJU5527U",38,"B","B","B","C","B","C","E","C","C","D","D","A","A","B","C","AD","ACD","DG","B","C",0
"4837","UXEUG5000G",21,"A","B","B","C","A","B","D","D","B","D","D","B","A","F","C","AD","C","BE","B","CD",0
"4838","IRJHY6672J",31,"B","B","B","D","C","B","E","A","B","D","D","B","A","B","AF","AD","D","BC","BC","A",0
"4839","KQECS0940R",41,"B","B","B","C","F","C","E","C","C","D","D","A","A","F","C","B","ACD","CDF","ABC","C",0
"4840","WJQRL8246T",34,"A","B","B","E","D","C","E","C","C","D","E","B",NA,"B","C","D","ACD","DG","B","C",1
"4841","RTYWA5098V",23,"B","B","B","C","D","D","C","C","C","B","C","A","C","F","C","D","AC","ABCDF","BC","C",0
"4842","ZOQKQ9331I",33,"C","B","B","C","A","D","E","C","C","D","E","B","A","B","C","D","A","DG","C","CD",0
"4843","BWFUZ0812L",24,"A","B","B","D","A","E","D","C","B","D","A","B","A","F","BD","B","ACD","DG","B","AC",0
"4844","OIRWK8631V",38,"B","B","B","C","D","C","E","C","C","D","E","A","C","B","C","D","AD","G","B","C",0
"4845","YOCOT0805I",26,"B","B","B","C","E","C","E","C","C","B","F","B","C","B","AF","B","ACD","DG","B","C",0
"4846","MRKMD4782U",23,"B","B","B","C","D","C","E","C","C","D","F","A","A","B","C","B","ACD","DG","B","C",0
"4847","GUCOP7367J",4,"A","C","E","E","C","B","C","C","D",NA,"B","C","B","F","BC","AD","ACD","BD","AB","BD",1
"4848","QLQTG1547Y",19,"A","B","B","C","D","E","C","C","C","D","D","B","C","F","BCE","B","AD","F","BE","C",0
"4849","OIQZK2429Z",19,"A","A","A","E","C","C","D","C","C","C","D","B","A","B","C","AB","BCD","BCEF","AC","CD",0
"4850","YVKFJ1902M",25,"A","B","B","C","B","D","E","D","C","D","F","B","C","F","B","D","CD","CDG","A","BF",0
"4851","CKWKV6216T",14,"B","A","A","C","D","C","D","C","C","D","A","B","A","B","C","A","B","DF","B","C",0
"4852","JEXJP7030D",26,"B","A","B","E","D","C","E","C","B","D","E","B","A","B","C","AD","ACD","DG","B","C",0
"4853","INYXL8186R",27,"A","B","B","C","E","D","E","C","B","D","D","A","A","F","C","D","B","DG","B","BD",0
"4854","LSVQL6776Z",14,"A","B","D","E","B","A","C","A","D","B","A",NA,"B","B","CD","B","AB","D","E","BDE",1
"4855","TGLON2572T",7,"B","B","D","B","A","D","E","D","C","E","B","A","A","D","BE","B","ABCD","DF","BC","BCF",0
"4856","XFADS8471Z",18,"B","A","B","C","E","C","E","C","B","D","A","A","A","B","AF","D","E","DG","BD","C",0
"4857","CELIE4800M",29,"C","B","E","C","C","C","E","C","C","D","D","B","A","B","C","AB","ACD","DG","B","B",0
"4858","TVLFF5412I",9,"A","A","C","B","E","B","D","A","C","A","D","B","A","A","AF","C","B","DG","AB","B",0
"4859","MJPMA5219J",29,"A","A","B","C","E","D","E","E","B","C","A","A","C","C","C","B","B","AD","A","D",0
"4860","PJYQX0357Z",26,"B","B","B","C","D","B","E","C","B","D","E","A","A","B","C","B","AB","ADF","A","CD",0
"4861","LTQDU9738X",25,"A","C","B","E","A","D","D","D","D","E","C","B","E","F","ACF","AC","D","CD",NA,NA,2
"4862","ECDRO7632Z",20,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"4863","NTYWP5051U",19,"C","B","B","C","B","D","E","C","C","D","D","B","C","F","A","D","ACD","ABDG","BC","CD",0
"4864","YVYBM7301L",23,"A","C","B","C","C","C","A","D","C","D","F","A","D","F","BCD","AB","AB","BCE","E","E",0
"4865","HAHCX5512V",2,"B","D","C","C","E","A","E","C","A","A","A","B","C","B","F","C","AD","F","B","ACE",0
"4866","MEJBQ1706A",18,"A","A","B","D","C","B","E","C","B","B","B","B","A","G","C","D","E","ADF","AB","EF",0
"4867","VHKNL7449W",31,"B","A","B","C","E","C","E","C","C","D","E","A","A","B","BE","D","ACD","DG","A","C",0
"4868","MEPQH1473Y",17,"B","B","B","C","E","D","E","C","A","D","E","B","C","B","C","D","A","ACDG","A","C",0
"4869","IDWXI9920P",24,"B","A","B","C","C","D","D","C","B","D","B","A","A","B","A","D","ACD","DF","AB","B",0
"4870","QEPFD0466V",26,"B","B","B","C","F","E","D","C","C","D","F","A","C","B","AF","AD","CD","CE","BE","C",0
"4871","ILIVG8905D",28,"B","B","B","E","E","E","E","C","C","D","B","A","A","F","C","D","E","DG","AB","C",0
"4872","IHGHL1601P",30,"B","B","B","C","A","C","D","C","B","B","D","B","A","F","AB","B","ACD","ADF","B","CD",0
"4873","TYFVX8970C",40,"B","B","B","C","A","C","B","C","C","D","D","A","A","F","C","D","ACD","ABCF","A","C",0
"4874","PNOWW5605A",26,"B","B","B","C","C","C","D","C","C","D","D","B","A","D","C","D","AD","DG","B","C",0
"4875","EEWNQ1056K",19,"A","B","B","B","B","C","D","A","C","B","B","C","C","E","BE","A",NA,"ADG","C","D",1
"4876","OYHWY3389Q",36,"B","A","C","C","D","C","E","E","C","D","E","A","A","F","C","D","ACD","DG","B","B",0
"4877","ZXWOS7559Y",15,"A","D","E","D","B","A","C","C","B","B","A","C","C","B","BD","BE","BD","BD","BD","F",0
"4878","ZXTIM5362H",12,"A","B","C","D","C","C","A","A","D","A","A","B","B","B","A","D","CE","BCD","CD","CD",0
"4879","IZXFV7885E",30,"B","B","B","C","D","C","E","C","C","D","D","A","A","B","C","D","ACD","DG","AC","C",0
"4880","OBCXR3124C",16,"D","B","B","D","B","B","D","D","D","E","A","B","C","F","C","BD","E","AEF","BCD","A",0
"4881","CJRGR6139R",0,"B","C","C","D","B","D","D","D","D","E","C","B","C","B","BD","D","BD","DEF","ABD","BD",0
"4882","WMLJI8902B",14,"A","A","C","C","D","C","B","C","E","B","A","C","C","F","B","B","D","BDG","C","CD",0
"4883","ZPDND9617S",22,"B","B","B","C","B","C","A","C","B","E","A","D","B","F","BE","D",NA,"ACDF","CD","B",1
"4884","ZULGQ6659A",21,"B","B","B","C","C","C","E","C","C","D","E","A","A","F","C","D","AD","DG","B","C",0
"4885","TUAEO0300D",9,"A","B","A","D","A","E","C","C","B","B","B",NA,"A","D","BD","BD","AD","ABD","CD","CD",1
"4886","KPNEF4660Z",22,"A","A","B","D","E","A","D","C","B","C","F","A","C","B","CDE","D","BC","A","AB","AD",0
"4887","QMHSW9890H",31,"A","A","B","E","A","B","E","C","C","D","E","B","C","B","C","D","E","ABCE","B","BD",0
"4888","SGLBZ6568H",8,"A","B","B","C","C","D","E",NA,"D","D","A","B","D","D",NA,"A","C","DF",NA,"B",3
"4889","BUABN3280B",36,"B","B","B","C","D","C","E","C","C","D","E",NA,"A","B","C","D","ACD","DG","B","A",1
"4890","XUUEM2368H",27,"B","B","D","C","D","B","E","C","C","B","B","B","B","B","C","AB","E","AF","BC","CD",0
"4891","JAYJV0216E",17,"A","B","B","C","D","C","D","C","C","D","C","B","C","B","BCF","AB","A","CF","BC","D",0
"4892","FYIBC6294K",23,"B","B","B","C","D","C","E","C","C","D","B","A","A","B","C","D","ACD","BDG","B","C",0
"4893","EBISV8205F",30,"A","A","A","C","C","D","E","C","C","D","E","B","E","C","CEF","B","BC","DF","BCD","C",0
"4894","HQKXL6358Y",17,"A","A","B","E","F","D","D","C","C","D","D","B","C","B","AB","AB","D","ACF","ABC","C",0
"4895","BCUZI5751Q",29,"B","B","B","C","C","C","E","C","B","D","F","A","A","B","ABCEF","B","ACD","DG","B","C",0
"4896","PDLBV0505K",16,"B","B","C","D","D","C","A","E","C","D","D","A","A","F","CEF","D","ACD","ACD","BC","B",0
"4897","VKNAK3661J",28,"A","B","B","C","F","D","D","C","D","C","B","B","E","F","BD","AB","D",NA,"B","C",1
"4898","TSEKX8730J",24,"A","B","A","C","D","D","B","C","B","A","D","C","B","B","ABD","BC","ABCD","DF","BD","BCE",0
"4899","HCEOB7132O",26,"A","B","B","C","C","C","D","E","B","D","D","B","A","B","AF","AB","ACD","DG","A","C",0
"4900","ZSOQG9464Y",31,"A","B","A","C","C","C","D","E","C","D","D","B","A","F","C","A","ACD","DG","AB","C",0
"4901","LDYFP7337C",22,"B","B","B","C","F","E","E","C","C","D","E","B","A","B","CD","D","A","DG","AB","B",0
"4902","HLXYQ7110I",13,"A","B","E","C","A","D","C","C","D","E","C","C","C","E","D","BD","ABD","BDG","C","CF",0
"4903","XOYJI1604L",38,"A","B","B","E","D","C","E","C","C","C","B","A","A","B","AF","D","AD","AC","BC","CD",0
"4904","XFMIK8879V",24,"A","B","B","C","C","B","D","E","B","D","B","B","C","F","ABCDF","B","ABCD","CE","B","B",0
"4905","OUXZG4885S",25,"B","C","B","E","E","A","E","C","B","E","B","A","A","F","C","D","ABD","DF","A","B",0
"4906","CWETD0899Y",16,"B","B","B","C","C","C","E","C","C","D","A","A","A","B","C","D","AB","DF","BC","C",0
"4907","KCSBD6027S",14,"C","B","A","D","C","B","D","B","D","D","F","D","C","B","AF","AD",NA,"ACD","DE","B",1
"4908","DZGIZ5346R",23,"A","A","B","C","D","D","D","A","B","C","C","B","C","F","AF","AB","ABD",NA,"A","C",1
"4909","YTVOD9733V",28,"B","B","B","C","D","C","E","C","C","D","A","B","A","B","C","D","ACD","DG","AB","C",0
"4910","OAGHS1542O",15,"A","B","B","E","A","A","C","B","B","C","A",NA,"D","D","BC","B","A","BC","BD","CD",1
"4911","YEING8537R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"4912","ZDKHC6538Y",8,"A","B","B","D","A","C","D","D",NA,"A","C","C",NA,"D","BE","AD","BC","BC","BD","CD",2
